Freq.	V(n007)/V(n010)	V(n002)/V(n010)	V(n004)/V(n002)	V(n004)/V(n010)	V(n004)	V(p002)
1.00000000000000e+03	(-2.59185840891592e-04dB,-1.70536813558257e-02°)	(-4.18296940992871e+01dB,-7.36833463552517e+01°)	(-4.32572559305443e+01dB,-7.17452036185027e+01°)	(-8.50869500298314e+01dB,-1.45428549973754e+02°)	(-1.25086950029831e+02dB,-1.45428549973754e+02°)	(-8.22839245118597e+01dB,-5.53222259813671e+01°)
1.02329299228075e+03	(-2.59122757022903e-04dB,-1.74523319277300e-02°)	(-4.16138199726986e+01dB,-7.40418189713027e+01°)	(-4.30376968397168e+01dB,-7.21384800489448e+01°)	(-8.46515168124154e+01dB,-1.46180299020248e+02°)	(-1.24651516812415e+02dB,-1.46180299020248e+02°)	(-8.20486111168421e+01dB,-5.60714973285607e+01°)
1.04712854805090e+03	(-2.59062003066321e-04dB,-1.78602458123932e-02°)	(-4.13985932358640e+01dB,-7.43935203956737e+01°)	(-4.28189254320085e+01dB,-7.25245968164745e+01°)	(-8.42175186678725e+01dB,-1.46918117212148e+02°)	(-1.24217518667873e+02dB,-1.46918117212148e+02°)	(-8.18147384435111e+01dB,-5.68067800297582e+01°)
1.07151930523761e+03	(-2.59003503167467e-04dB,-1.82776387276095e-02°)	(-4.11839884586309e+01dB,-7.47385341680362e+01°)	(-4.26009122713619e+01dB,-7.29036210711243e+01°)	(-8.37849007299928e+01dB,-1.47642155239161e+02°)	(-1.23784900729993e+02dB,-1.47642155239161e+02°)	(-8.15822518920470e+01dB,-5.75282234229200e+01°)
1.09647819614318e+03	(-2.58947182265630e-04dB,-1.87047314452232e-02°)	(-4.09699809824364e+01dB,-7.50769461694882e+01°)	(-4.23836287226237e+01dB,-7.32756237547558e+01°)	(-8.33536097050601e+01dB,-1.48352569924244e+02°)	(-1.23353609705060e+02dB,-1.48352569924244e+02°)	(-8.13510984476945e+01dB,-5.82359829473737e+01°)
1.12201845430196e+03	(-2.58892966187308e-04dB,-1.91417499071504e-02°)	(-4.07565469094877e+01dB,-7.54088443705992e+01°)	(-4.21670469496036e+01dB,-7.36406792878678e+01°)	(-8.29235938590913e+01dB,-1.49049523658467e+02°)	(-1.22923593859091e+02dB,-1.49049523658467e+02°)	(-8.11212266685967e+01dB,-5.89302195778965e+01°)
1.14815362149688e+03	(-2.58840781770614e-04dB,-1.95889253441391e-02°)	(-4.05436630906743e+01dB,-7.57343185916476e+01°)	(-4.19511399110150e+01dB,-7.39988652681870e+01°)	(-8.24948030016893e+01dB,-1.49733183859835e+02°)	(-1.22494803001689e+02dB,-1.49733183859835e+02°)	(-8.08925866702695e+01dB,-5.96110992827515e+01°)
1.17489755493953e+03	(-2.58790556921207e-04dB,-2.00464943973281e-02°)	(-4.03313071123550e+01dB,-7.60534602749293e+01°)	(-4.17358813544820e+01dB,-7.43502621812813e+01°)	(-8.20671884668370e+01dB,-1.50403722456211e+02°)	(-1.22067188466837e+02dB,-1.50403722456211e+02°)	(-8.06651301070476e+01dB,-6.02787925057973e+01°)
1.20226443461741e+03	(-2.58742220717406e-04dB,-2.05146992426923e-02°)	(-4.01194572821528e+01dB,-7.63663622689719e+01°)	(-4.15212458087899e+01dB,-7.46949531233481e+01°)	(-8.16407030909427e+01dB,-1.51061315392320e+02°)	(-1.21640703090943e+02dB,-1.51061315392320e+02°)	(-8.04388101508130e+01dB,-6.09334736726568e+01°)
1.23026877081238e+03	(-2.58695703478658e-04dB,-2.09937877184206e-02°)	(-3.99080926138873e+01dB,-7.66731186244396e+01°)	(-4.13072085745456e+01dB,-7.50330235362536e+01°)	(-8.12153011884329e+01dB,-1.51706142160693e+02°)	(-1.21215301188433e+02dB,-1.51706142160693e+02°)	(-8.02135814673018e+01dB,-6.15753207208061e+01°)
1.25892541179417e+03	(-2.58650936796399e-04dB,-2.14840134553194e-02°)	(-3.96971928117595e+01dB,-7.69738244014848e+01°)	(-4.10937457134098e+01dB,-7.53645609548226e+01°)	(-8.07909385251693e+01dB,-1.52338385356307e+02°)	(-1.20790938525169e+02dB,-1.52338385356307e+02°)	(-7.99894001902705e+01dB,-6.22045146533378e+01°)
1.28824955169313e+03	(-2.58607853588058e-04dB,-2.19856360103021e-02°)	(-3.94867382538998e+01dB,-7.72685754882650e+01°)	(-4.08808340360531e+01dB,-7.56896547663216e+01°)	(-8.03675722899529e+01dB,-1.52958230254587e+02°)	(-1.20367572289953e+02dB,-1.52958230254587e+02°)	(-7.97662238937848e+01dB,-6.28212391160595e+01°)
1.31825673855641e+03	(-2.58566388152024e-04dB,-2.24989210030410e-02°)	(-3.92767099753817e+01dB,-7.75574684303218e+01°)	(-4.06684510889789e+01dB,-7.60083959820147e+01°)	(-7.99451610643606e+01dB,-1.53565864412337e+02°)	(-1.19945161064361e+02dB,-1.53565864412337e+02°)	(-7.95440115628771e+01dB,-6.34256799975026e+01°)
1.34896288259165e+03	(-2.58526476159931e-04dB,-2.30241402558534e-02°)	(-3.90670896507926e+01dB,-7.78406002704973e+01°)	(-4.04565751403495e+01dB,-7.63208770206274e+01°)	(-7.95236647911421e+01dB,-1.54161477291125e+02°)	(-1.19523664791142e+02dB,-1.54161477291125e+02°)	(-7.93227235628048e+01dB,-6.40180250513525e+01°)
1.38038426460288e+03	(-2.58488054689446e-04dB,-2.35615719369040e-02°)	(-3.88578595764497e+01dB,-7.81180683990438e+01°)	(-4.02451851649417e+01dB,-7.66271915035090e+01°)	(-7.91030447413914e+01dB,-1.54745259902553e+02°)	(-1.19103044741391e+02dB,-1.54745259902553e+02°)	(-7.91023216071225e+01dB,-6.45984635407442e+01°)
1.41253754462275e+03	(-2.58451062245486e-04dB,-2.41115007067983e-02°)	(-3.86490026523388e+01dB,-7.83899704135746e+01°)	(-4.00342608283490e+01dB,-7.69274340612462e+01°)	(-7.86832634806878e+01dB,-1.55317404474821e+02°)	(-1.18683263480688e+02dB,-1.55317404474821e+02°)	(-7.88827687247682e+01dB,-6.51671859038233e+01°)
1.44543977074593e+03	(-2.58415438742857e-04dB,-2.46742178686382e-02°)	(-3.84405023638471e+01dB,-7.86564039884894e+01°)	(-3.98237824705430e+01dB,-7.72217001514512e+01°)	(-7.82642848343902e+01dB,-1.55878104139941e+02°)	(-1.18264284834390e+02dB,-1.55878104139941e+02°)	(-7.86640292263461e+01dB,-6.57243834399298e+01°)
1.47910838816821e+03	(-2.58381125502401e-04dB,-2.52500215216422e-02°)	(-3.82323427633564e+01dB,-7.89174667535055e+01°)	(-3.96137310888930e+01dB,-7.75100858874214e+01°)	(-7.78460738522494e+01dB,-1.56427552640927e+02°)	(-1.17846073852249e+02dB,-1.56427552640927e+02°)	(-7.84460686697759e+01dB,-6.62702480157294e+01°)
1.51356124843621e+03	(-2.58348065281849e-04dB,-2.58392167183733e-02°)	(-3.80245084517530e+01dB,-7.91732561809226e+01°)	(-3.94040883207394e+01dB,-7.77926878773441e+01°)	(-7.74285967724924e+01dB,-1.56965944058267e+02°)	(-1.17428596772492e+02dB,-1.56965944058267e+02°)	(-7.82288538254619e+01dB,-6.68049717905951e+01°)
1.54881661891248e+03	(-2.58316202196748e-04dB,-2.64421156257094e-02°)	(-3.78169845599090e+01dB,-7.94238694812439e+01°)	(-3.91948364256073e+01dB,-7.80696030737069e+01°)	(-7.70118209855163e+01dB,-1.57493472554951e+02°)	(-1.17011820985516e+02dB,-1.57493472554951e+02°)	(-7.80123526411247e+01dB,-6.73287469605199e+01°)
1.58489319246111e+03	(-2.58285481756142e-04dB,-2.70590376895918e-02°)	(-3.76097567301804e+01dB,-7.96694035067853e+01°)	(-3.89859582671379e+01dB,-7.83409286325576e+01°)	(-7.65957149973183e+01dB,-1.58010332139343e+02°)	(-1.16595714997318e+02dB,-1.58010332139343e+02°)	(-7.77965342064224e+01dB,-6.78417655198357e+01°)
1.62181009735893e+03	(-2.58255850809528e-04dB,-2.76903098036753e-02°)	(-3.74028110979629e+01dB,-7.99099546629005e+01°)	(-3.87774372948109e+01dB,-7.86067617822507e+01°)	(-7.61802483927738e+01dB,-1.58516716445151e+02°)	(-1.16180248392774e+02dB,-1.58516716445151e+02°)	(-7.75813687174770e+01dB,-6.83442190400011e+01°)
1.65958690743756e+03	(-2.58227257525648e-04dB,-2.83362664819487e-02°)	(-3.71961342733436e+01dB,-8.01456188264594e+01°)	(-3.85692575255228e+01dB,-7.88671997013098e+01°)	(-7.57653917988663e+01dB,-1.59012818527769e+02°)	(-1.15765391798866e+02dB,-1.59012818527769e+02°)	(-7.73668274414117e+01dB,-6.88362984647267e+01°)
1.69824365246174e+03	(-2.58199651362585e-04dB,-2.89972500354279e-02°)	(-3.69897133228772e+01dB,-8.03764912712221e+01°)	(-3.83614035250787e+01dB,-7.91223394050331e+01°)	(-7.53511168479560e+01dB,-1.59498830676255e+02°)	(-1.15351116847956e+02dB,-1.59498830676255e+02°)	(-7.71528826809898e+01dB,-6.93181939207017e+01°)
1.73780082874937e+03	(-2.58172983029196e-04dB,-2.96736107530054e-02°)	(-3.67835357515173e+01dB,-8.06026665997601e+01°)	(-3.81538603896525e+01dB,-7.93722776404674e+01°)	(-7.49373961411697e+01dB,-1.59974944240228e+02°)	(-1.14937396141170e+02dB,-1.59974944240228e+02°)	(-7.69395077394401e+01dB,-6.97900945432006e+01°)
1.77827941003892e+03	(-2.58147204464856e-04dB,-3.03657070865619e-02°)	(-3.65775894847219e+01dB,-8.08242386815809e+01°)	(-3.79466137272594e+01dB,-7.96171107893775e+01°)	(-7.45242032119813e+01dB,-1.60441349470958e+02°)	(-1.14524203211981e+02dB,-1.60441349470958e+02°)	(-7.67266768855406e+01dB,-7.02521883158522e+01°)
1.81970085860998e+03	(-2.58122268778704e-04dB,-3.10739058404265e-02°)	(-3.63718628507556e+01dB,-8.10413005971283e+01°)	(-3.77396496392857e+01dB,-7.98569347788425e+01°)	(-7.41115124900413e+01dB,-1.60898235375971e+02°)	(-1.14111512490041e+02dB,-1.60898235375971e+02°)	(-7.65143653190246e+01dB,-7.07046619238699e+01°)
1.86208713666287e+03	(-2.58098130225537e-04dB,-3.17985823652976e-02°)	(-3.61663445632015e+01dB,-8.12539445873343e+01°)	(-3.75329547021086e+01dB,-8.00918449991140e+01°)	(-7.36992992653101e+01dB,-1.61345789586448e+02°)	(-1.13699299265310e+02dB,-1.61345789586448e+02°)	(-7.63025491363647e+01dB,-7.11477006200557e+01°)
1.90546071796325e+03	(-2.58074744115156e-04dB,-3.25401207567069e-02°)	(-3.59610237036960e+01dB,-8.14622620084136e+01°)	(-3.73265159488415e+01dB,-8.03219362283776e+01°)	(-7.32875396525376e+01dB,-1.61784198236791e+02°)	(-1.13287539652538e+02dB,-1.61784198236791e+02°)	(-7.60912052969827e+01dB,-7.15814881029086e+01°)
1.94984459975804e+03	(-2.58052066843228e-04dB,-3.32989140581601e-02°)	(-3.57558897048964e+01dB,-8.16663432916017e+01°)	(-3.71203208512284e+01dB,-8.05473025640692e+01°)	(-7.28762105561248e+01dB,-1.62213645855671e+02°)	(-1.12876210556125e+02dB,-1.62213645855671e+02°)	(-7.58803115899237e+01dB,-7.20062064061853e+01°)
1.99526231496888e+03	(-2.58030055787138e-04dB,-3.40753644690337e-02°)	(-3.55509323336853e+01dB,-8.18662779075476e+01°)	(-3.69143573017129e+01dB,-8.07680373604017e+01°)	(-7.24652896353982e+01dB,-1.62634315267949e+02°)	(-1.12465289635398e+02dB,-1.62634315267949e+02°)	(-7.56698466010302e+01dB,-7.24220357992830e+01°)
2.04173794466953e+03	(-2.58008669273195e-04dB,-3.48698835573437e-02°)	(-3.53461416746175e+01dB,-8.20621543350863e+01°)	(-3.67086135957000e+01dB,-8.09842331717730e+01°)	(-7.20547552703176e+01dB,-1.63046387506859e+02°)	(-1.12054755270318e+02dB,-1.63046387506859e+02°)	(-7.54597896806417e+01dB,-7.28291546978323e+01°)
2.08929613085404e+03	(-2.57987866517810e-04dB,-3.56828924775140e-02°)	(-3.51415081136102e+01dB,-8.22540600341250e+01°)	(-3.65030784140267e+01dB,-8.11959817017312e+01°)	(-7.16445865276369e+01dB,-1.63450041735856e+02°)	(-1.11644586527637e+02dB,-1.63450041735856e+02°)	(-7.52501209118405e+01dB,-7.32277395839139e+01°)
2.13796208950223e+03	(-2.57967607601458e-04dB,-3.65148221932405e-02°)	(-3.49370223218740e+01dB,-8.24420814223912e+01°)	(-3.62977408056526e+01dB,-8.14033737571862e+01°)	(-7.12347631275266e+01dB,-1.63845455179577e+02°)	(-1.11234763127527e+02dB,-1.63845455179577e+02°)	(-7.50408210792613e+01dB,-7.36179649353316e+01°)
2.18776162394955e+03	(-2.57947853376099e-04dB,-3.73661137055691e-02°)	(-3.47326752400834e+01dB,-8.26263038558011e+01°)	(-3.60925901705814e+01dB,-8.16064992075685e+01°)	(-7.08252654106647e+01dB,-1.64232803063370e+02°)	(-1.10825265410665e+02dB,-1.64232803063370e+02°)	(-7.48318716384739e+01dB,-7.40000031633970e+01°)
2.23872113856834e+03	(-2.57928565442998e-04dB,-3.82372182863222e-02°)	(-3.45284580627812e+01dB,-8.28068116122180e+01°)	(-3.58876162430177e+01dB,-8.18054469486452e+01°)	(-7.04160743057989e+01dB,-1.64612258560863e+02°)	(-1.10416074305799e+02dB,-1.64612258560863e+02°)	(-7.46232546859464e+01dB,-7.43740245587072e+01°)
2.29086765276777e+03	(-2.57909706091971e-04dB,-3.91285977169839e-02°)	(-3.43243622230094e+01dB,-8.29836878783827e+01°)	(-3.56828090747642e+01dB,-8.20003048707166e+01°)	(-7.00071712977736e+01dB,-1.64983992749099e+02°)	(-1.10007171297774e+02dB,-1.64983992749099e+02°)	(-7.44149529295907e+01dB,-7.47401972444161e+01°)
2.34422881531992e+03	(-2.57891238246417e-04dB,-4.00407245331655e-02°)	(-3.41203793771587e+01dB,-8.31570147398086e+01°)	(-3.54781590188597e+01dB,-8.21911598309278e+01°)	(-6.95985383960184e+01dB,-1.65348174570736e+02°)	(-1.09598538396018e+02dB,-1.65348174570736e+02°)	(-7.42069496598890e+01dB,-7.50986871365224e+01°)
2.39883291901949e+03	(-2.57873125392918e-04dB,-4.09740822747979e-02°)	(-3.39165013900271e+01dB,-8.33268731734443e+01°)	(-3.52736567134571e+01dB,-8.23780976294411e+01°)	(-6.91901581034841e+01dB,-1.65704970802885e+02°)	(-1.09190158103484e+02dB,-1.65704970802885e+02°)	(-7.39992287215959e+01dB,-7.54496579107245e+01°)
2.45470891568503e+03	(-2.57855331533987e-04dB,-4.19291657421607e-02°)	(-3.37127203200752e+01dB,-8.34933430429186e+01°)	(-3.50692930659382e+01dB,-8.25612029892275e+01°)	(-6.87820133860134e+01dB,-1.66054546032146e+02°)	(-1.08782013386013e+02dB,-1.66054546032146e+02°)	(-7.37917744860089e+01dB,-7.57932709754074e+01°)
2.51188643150958e+03	(-2.57837821159138e-04dB,-4.29064812579024e-02°)	(-3.35090284048676e+01dB,-8.36565030961920e+01°)	(-3.48650592372605e+01dB,-8.27405595392452e+01°)	(-6.83740876421280e+01dB,-1.66397062635437e+02°)	(-1.08374087642128e+02dB,-1.66397062635437e+02°)	(-7.35845718237955e+01dB,-7.61296854503549e+01°)
2.57039578276886e+03	(-2.57820559134949e-04dB,-4.39065469351705e-02°)	(-3.33054180466833e+01dB,-8.38164309654493e+01°)	(-3.46609466265285e+01dB,-8.29162498007868e+01°)	(-6.79663646732119e+01dB,-1.66732680766236e+02°)	(-1.07966364673212e+02dB,-1.66732680766236e+02°)	(-7.33776060783633e+01dB,-7.64590581507969e+01°)
2.63026799189538e+03	(-2.57803510653949e-04dB,-4.49298929520112e-02°)	(-3.31018817982848e+01dB,-8.39732031690767e+01°)	(-3.44569468557825e+01dB,-8.30883551767861e+01°)	(-6.75588286540673e+01dB,-1.67061558345863e+02°)	(-1.07558828654067e+02dB,-1.67061558345863e+02°)	(-7.31708630397575e+01dB,-7.67815435764253e+01°)
2.69153480392691e+03	(-2.57786641241372e-04dB,-4.59770618321718e-02°)	(-3.28984123488250e+01dB,-8.41268951155787e+01°)	(-3.42530517549927e+01dB,-8.32569559438867e+01°)	(-6.71514641038177e+01dB,-1.67383851059465e+02°)	(-1.07151464103818e+02dB,-1.67383851059465e+02°)	(-7.29643289190672e+01dB,-7.70972939050296e+01°)
2.75422870333816e+03	(-2.57769916616285e-04dB,-4.70486087324502e-02°)	(-3.26950025098788e+01dB,-8.42775811092957e+01°)	(-3.40492533472498e+01dB,-8.34221312470861e+01°)	(-6.67442558571286e+01dB,-1.67699712356382e+02°)	(-1.06744255857129e+02dB,-1.67699712356382e+02°)	(-7.27579903233207e+01dB,-7.74064589904254e+01°)
2.81838293126445e+03	(-2.57753302661699e-04dB,-4.81451017367547e-02°)	(-3.24916452015795e+01dB,-8.44253343577940e+01°)	(-3.38455438341373e+01dB,-8.35839590967777e+01°)	(-6.63371890357168e+01dB,-1.68009293454572e+02°)	(-1.06337189035717e+02dB,-1.68009293454572e+02°)	(-7.25518342308469e+01dB,-7.77091863643642e+01°)
2.88403150312660e+03	(-2.57736765375382e-04dB,-4.92671221570202e-02°)	(-3.22883334388416e+01dB,-8.45702269808102e+01°)	(-3.36419155812730e+01dB,-8.37425163680247e+01°)	(-6.59302490201145e+01dB,-1.68312743348835e+02°)	(-1.05930249020115e+02dB,-1.68312743348835e+02°)	(-7.23458479670801e+01dB,-7.80056212421361e+01°)
2.95120922666638e+03	(-2.57720270776318e-04dB,-5.04152648411449e-02°)	(-3.20850603176503e+01dB,-8.47123300206334e+01°)	(-3.34383611040036e+01dB,-8.38978788019084e+01°)	(-6.55234214216540e+01dB,-1.68610208822542e+02°)	(-1.05523421421654e+02dB,-1.68610208822542e+02°)	(-7.21400191807822e+01dB,-7.82959065315878e+01°)
3.01995172040201e+03	(-2.57703784883492e-04dB,-5.15901384881013e-02°)	(-3.18818190013972e+01dB,-8.48517134538263e+01°)	(-3.32348730532382e+01dB,-8.40501210088035e+01°)	(-6.51166920546354e+01dB,-1.68901834462630e+02°)	(-1.05116692054635e+02dB,-1.68901834462630e+02°)	(-7.19343358206553e+01dB,-7.85801828453028e+01°)
3.09029543251359e+03	(-2.57687273607882e-04dB,-5.27923659703907e-02°)	(-3.16786027072400e+01dB,-8.49884462041836e+01°)	(-3.30314442014003e+01dB,-8.41993164734416e+01°)	(-6.47100469086403e+01dB,-1.69187762677625e+02°)	(-1.04710046908640e+02dB,-1.69187762677625e+02°)	(-7.17287861123180e+01dB,-7.88585885157000e+01°)
3.16227766016837e+03	(-2.57670702717738e-04dB,-5.40225846640240e-02°)	(-3.14754046924652e+01dB,-8.51225961568417e+01°)	(-3.28280674284841e+01dB,-8.43455375616333e+01°)	(-6.43034721209493e+01dB,-1.69468133718475e+02°)	(-1.04303472120949e+02dB,-1.69468133718475e+02°)	(-7.15233585356139e+01dB,-7.91312596128275e+01°)
3.23593656929628e+03	(-2.57654037769157e-04dB,-5.52814467861775e-02°)	(-3.12722182408293e+01dB,-8.52542301734542e+01°)	(-3.26247357081930e+01dB,-8.44888555285265e+01°)	(-6.38969539490223e+01dB,-1.69743085701981e+02°)	(-1.03896953949022e+02dB,-1.69743085701981e+02°)	(-7.13180418022234e+01dB,-7.93983299646398e+01°)
3.31131121482591e+03	(-2.57637244015425e-04dB,-5.65696197407270e-02°)	(-3.10690366488550e+01dB,-8.53834141083596e+01°)	(-3.24214420941421e+01dB,-8.46293405282888e+01°)	(-6.34904787429971e+01dB,-1.70012754636648e+02°)	(-1.03490478742997e+02dB,-1.70012754636648e+02°)	(-7.11128248335469e+01dB,-7.96599311795630e+01°)
3.38844156139202e+03	(-2.57620286360733e-04dB,-5.78877864718177e-02°)	(-3.08658532120573e+01dB,-8.55102128256696e+01°)	(-3.22181797061033e+01dB,-8.47670616251064e+01°)	(-6.30840329181605e+01dB,-1.70277274450776e+02°)	(-1.03084032918161e+02dB,-1.70277274450776e+02°)	(-7.09076967388255e+01dB,-7.99161926711664e+01°)
3.46736850452531e+03	(-2.57603129285918e-04dB,-5.92366458256792e-02°)	(-3.06626612110736e+01dB,-8.56346902172149e+01°)	(-3.20149417162708e+01dB,-8.49020868054035e+01°)	(-6.26776029273444e+01dB,-1.70536777022618e+02°)	(-1.02677602927344e+02dB,-1.70536777022618e+02°)	(-7.07026467934664e+01dB,-8.01672416847694e+01°)
3.54813389233575e+03	(-2.57585736769390e-04dB,-6.06169129208656e-02°)	(-3.04594538976713e+01dB,-8.57569092212925e+01°)	(-3.18117213355261e+01dB,-8.50344829911883e+01°)	(-6.22711752331974e+01dB,-1.70791392212481e+02°)	(-1.02271175233197e+02dB,-1.70791392212481e+02°)	(-7.04976644175376e+01dB,-8.04132033258293e+01°)
3.63078054770101e+03	(-2.57568072236982e-04dB,-6.20293195271027e-02°)	(-3.02562244806040e+01dB,-8.58769318421596e+01°)	(-3.16085117996769e+01dB,-8.51643160544436e+01°)	(-6.18647362802808e+01dB,-1.71041247896603e+02°)	(-1.01864736280281e+02dB,-1.71041247896603e+02°)	(-7.02927391543958e+01dB,-8.06542005899629e+01°)
3.71535229097172e+03	(-2.57550098432729e-04dB,-6.34746144529690e-02°)	(-3.00529661112884e+01dB,-8.59948191702304e+01°)	(-3.14053063556468e+01dB,-8.52916508324827e+01°)	(-6.14582724669352e+01dB,-1.71286470002713e+02°)	(-1.01458272466935e+02dB,-1.71286470002713e+02°)	(-7.00878606494100e+01dB,-8.08903543944711e+01°)
3.80189396320561e+03	(-2.57531777422721e-04dB,-6.49535639425957e-02°)	(-2.98496718692718e+01dB,-8.61106314029336e+01°)	(-3.12020982475911e+01dB,-8.54165511442003e+01°)	(-6.10517701168629e+01dB,-1.71527182547134e+02°)	(-1.01051770116863e+02dB,-1.71527182547134e+02°)	(-6.98830186287438e+01dB,-8.11217836112422e+01°)
3.89045144994280e+03	(-2.57513070431169e-04dB,-6.64669520815929e-02°)	(-2.96463347474582e+01dB,-8.62244278661947e+01°)	(-3.09988807029107e+01dB,-8.55390798071508e+01°)	(-6.06452154503688e+01dB,-1.71763507673345e+02°)	(-1.00645215450369e+02dB,-1.71763507673345e+02°)	(-6.96782028781551e+01dB,-8.13486051009241e+01°)
3.98107170553497e+03	(-2.57493937806648e-04dB,-6.80155812124226e-02°)	(-2.94429476370610e+01dB,-8.63362670365120e+01°)	(-3.07956469181386e+01dB,-8.56592986553980e+01°)	(-6.02385945551996e+01dB,-1.71995565691910e+02°)	(-1.00238594555200e+02dB,-1.71995565691910e+02°)	(-6.94734032217738e+01dB,-8.15709337482622e+01°)
4.07380277804112e+03	(-2.57474338960377e-04dB,-6.96002723594451e-02°)	(-2.92395033122490e+01dB,-8.64462065636018e+01°)	(-3.05923900446701e+01dB,-8.57772685580782e+01°)	(-5.98318933569191e+01dB,-1.72223475121680e+02°)	(-9.98318933569191e+01dB,-1.72223475121680e+02°)	(-6.92686095008161e+01dB,-8.17888824985130e+01°)
4.16869383470335e+03	(-2.57454232202285e-04dB,-7.12218656638385e-02°)	(-2.90359944144491e+01dB,-8.65543032935893e+01°)	(-3.03891031743072e+01dB,-8.58930494386308e+01°)	(-5.94250975887563e+01dB,-1.72447352732220e+02°)	(-9.94250975887563e+01dB,-1.72447352732220e+02°)	(-6.90638115521899e+01dB,-8.20025623948489e+01°)
4.26579518801592e+03	(-2.57433574741003e-04dB,-7.28812208286519e-02°)	(-2.88324134362706e+01dB,-8.66606132927318e+01°)	(-3.01857793245874e+01dB,-8.60067002946519e+01°)	(-5.90181927608580e+01dB,-1.72667313587384e+02°)	(-9.90181927608580e+01dB,-1.72667313587384e+02°)	(-6.88589991869496e+01dB,-8.22120826166833e+01°)
4.36515832240165e+03	(-2.57412322505464e-04dB,-7.45792175741794e-02°)	(-2.86287527050106e+01dB,-8.67651918716592e+01°)	(-2.99824114238647e+01dB,-8.61182792183329e+01°)	(-5.86111641288753e+01dB,-1.72883471089992e+02°)	(-9.86111641288753e+01dB,-1.72883471089992e+02°)	(-6.86541621685519e+01dB,-8.24175505188491e+01°)
4.46683592150962e+03	(-2.57390430136222e-04dB,-7.63167561039565e-02°)	(-2.84250043657027e+01dB,-8.68680936101284e+01°)	(-2.97789922961103e+01dB,-8.62278434174497e+01°)	(-5.82039966618130e+01dB,-1.73095937027578e+02°)	(-9.82039966618130e+01dB,-1.73095937027578e+02°)	(-6.84492901908651e+01dB,-8.26190716715754e+01°)
4.57088189614874e+03	(-2.57367850802224e-04dB,-7.80947575815654e-02°)	(-2.82211603636646e+01dB,-8.69693723822854e+01°)	(-2.95755146453980e+01dB,-8.63354492368754e+01°)	(-5.77966750090626e+01dB,-1.73304821619161e+02°)	(-9.77966750090626e+01dB,-1.73304821619161e+02°)	(-6.82443728558835e+01dB,-8.28167499012149e+01°)
4.67735141287197e+03	(-2.57344536172843e-04dB,-7.99141646185337e-02°)	(-2.80172124265017e+01dB,-8.70690813824407e+01°)	(-2.93719710400400e+01dB,-8.64411521805911e+01°)	(-5.73891834665416e+01dB,-1.73510233563032e+02°)	(-9.73891834665416e+01dB,-1.73510233563032e+02°)	(-6.80393996510940e+01dB,-8.30106873316806e+01°)
4.78630092322637e+03	(-2.57320436253939e-04dB,-8.17759417735678e-02°)	(-2.78131520455192e+01dB,-8.71672731513628e+01°)	(-2.91683538963340e+01dB,-8.65450069341749e+01°)	(-5.69815059418531e+01dB,-1.73712280085538e+02°)	(-9.69815059418531e+01dB,-1.73712280085538e+02°)	(-6.78343599264419e+01dB,-8.32009844265613e+01°)
4.89778819368445e+03	(-2.57295499313605e-04dB,-8.36810760633970e-02°)	(-2.76089704564956e+01dB,-8.72639996031016e+01°)	(-2.89646554618836e+01dB,-8.66470673877559e+01°)	(-5.65736259183792e+01dB,-1.73911066990858e+02°)	(-9.65736259183792e+01dB,-1.73911066990858e+02°)	(-6.76292428708402e+01dB,-8.33877400318896e+01°)
5.01187233627271e+03	(-2.57269671737509e-04dB,-8.56305774854735e-02°)	(-2.74046586197637e+01dB,-8.73593120523598e+01°)	(-2.87608677984515e+01dB,-8.67473866594201e+01°)	(-5.61655264182152e+01dB,-1.74106698711780e+02°)	(-9.61655264182152e+01dB,-1.74106698711780e+02°)	(-6.74240374881634e+01dB,-8.35710514195476e+01°)
5.12861383991364e+03	(-2.57242897928607e-04dB,-8.76254795528167e-02°)	(-2.72002071995467e+01dB,-8.74532612424313e+01°)	(-2.85569827643009e+01dB,-8.68460171190638e+01°)	(-5.57571899638476e+01dB,-1.74299278361495e+02°)	(-9.57571899638476e+01dB,-1.74299278361495e+02°)	(-6.72187325726661e+01dB,-8.37510143312992e+01°)
5.24807460249772e+03	(-2.57215120200093e-04dB,-8.96668398412939e-02°)	(-2.69956065424908e+01dB,-8.75458973737349e+01°)	(-2.83529919959830e+01dB,-8.69430104126914e+01°)	(-5.53485985384738e+01dB,-1.74488907786426e+02°)	(-9.53485985384737e+01dB,-1.74488907786426e+02°)	(-6.70133166837610e+01dB,-8.39277230234486e+01°)
5.37031796370252e+03	(-2.57186278590248e-04dB,-9.17557405495790e-02°)	(-2.67908466553345e+01dB,-8.76372701329747e+01°)	(-2.81488868895199e+01dB,-8.70384174871602e+01°)	(-5.49397335448545e+01dB,-1.74675687620135e+02°)	(-9.49397335448545e+01dB,-1.74675687620135e+02°)	(-6.68077781200912e+01dB,-8.41012703121300e+01°)
5.49540873857624e+03	(-2.57156310765040e-04dB,-9.38932890721483e-02°)	(-2.65859171816496e+01dB,-8.77274287229637e+01°)	(-2.79446585809371e+01dB,-8.71322886153796e+01°)	(-5.45305757625867e+01dB,-1.74859717338343e+02°)	(-9.45305757625867e+01dB,-1.74859717338343e+02°)	(-6.66021048928247e+01dB,-8.42717476192429e+01°)
